,lastname,firstname,gender,type,state,party,bioguideid,cspanid,gt_id,
,Williams,Marmaduke,,rep,NC,Republican,W000529,,411686,
,Wilson,Alexander,M,rep,VA,Republican,W000568,,412119,
,Wilson,Nathan,M,rep,NY,Republican,W000606,,411761,
,Witherell,James,M,rep,VT,Republican,W000657,,411810,
,Meigs,Return,,sen,OH,Republican,M000633,,407620,
,Madison,James,M,rep,VA,Republican,M000043,,407071,
,Allen,Joseph,M,rep,MA,Federalist,A000136,,400792,
,Alston,Lemuel,,rep,SC,Republican,A000165,,400820,
,Anderson,Joseph,M,sen,TN,Republican,A000197,,400852,
,Blaisdell,Daniel,M,rep,NH,Federalist,B000530,,401505,
,Brent,Richard,M,sen,VA,Republican,B000802,,401759,
,Brown,John,M,rep,MD,Republican,B000928,,412020,
,Calhoun,Joseph,M,rep,SC,Republican,C000045,,402206,
,Campbell,Alexander,M,sen,OH,Republican,C000076,,402232,
,Campbell,John,M,rep,MD,Federalist,C000091,,402246,
,Chamberlain,John,M,rep,NH,Federalist,C000279,,402422,
,Chamberlain,William,M,rep,VT,Federalist,C000280,,402423,
,Champlin,Christopher,M,sen,RI,Federalist,C000289,,402431,
,Cook,Orchard,,rep,MA,Republican,C000723,,402845,
,Cox,James,M,rep,NJ,Republican,C000834,,402951,
,Crist,Henry,M,rep,KY,Republican,C000910,,403022,
,Denning,William,M,rep,NY,,D000240,,403378,
,Gardenier,Barent,,rep,NY,Federalist,G000049,,412042,
,Gardner,Gideon,,rep,MA,Republican,G000054,,404428,
,Garland,David,M,rep,VA,Republican,G000066,,404439,
,German,Obadiah,,sen,NY,Republican,G000136,,404505,
,Griswold,Stanley,M,sen,OH,Republican,G000489,,404834,
,Haven,Nathaniel,M,rep,NH,Federalist,H000354,,405223,
,Helms,William,M,rep,NJ,Republican,H000464,,412051,
,Hiester,Daniel,M,rep,PA,Republican,H000571,,405433,
,Hillhouse,James,M,sen,CT,Federalist,H000618,,405477,
,Holland,James,M,rep,NC,Republican,H000718,,405570,
,Howard,Benjamin,M,rep,KY,Republican,H000834,,405681,
,Hubbard,Jonathan,M,rep,VT,Federalist,H000886,,405732,
,Jenkins,Robert,M,rep,PA,Federalist,J000087,,405989,
,Jones,Walter,M,rep,VA,Republican,J000254,,406147,
,Kenan,Thomas,M,rep,NC,Republican,K000089,,406257,
,Knickerbocker,Herman,M,rep,NY,Federalist,K000282,,406439,
,Lambert,John,M,sen,NJ,Republican,L000036,,406546,
,Leib,Michael,M,sen,PA,Republican,L000229,,406733,
,Livermore,Edward,M,rep,MA,Federalist,L000363,,406855,
,Love,John,M,rep,VA,Republican,L000456,,412065,
,Lyon,Matthew,M,rep,KY,Republican,L000545,,407029,
,Malbone,Francis,,sen,RI,Federalist,M000076,,407104,
,Marion,Robert,M,rep,SC,Republican,M000130,,407154,
,Mathews,Vincent,,rep,NY,Federalist,M000239,,407257,
,McKinley,William,M,rep,VA,Republican,M000520,,412075,
,Miller,Pleasant,,rep,TN,Republican,M000750,,412078,
,Mumford,Gurdon,,rep,NY,Republican,M001076,,408041,
,Nelson,Roger,M,rep,MD,Republican,N000041,,408131,
,Nicholas,Wilson,,rep,VA,Republican,N000086,,408171,
,Nicholson,John,M,rep,NY,Republican,N000098,,408183,
,Pickman,Benjamin,M,rep,MA,Federalist,P000330,,408727,
,Porter,John,M,rep,PA,Republican,P000443,,412089,
,Poydras,Julien,,rep,OL,,P000493,,408878,
,Richards,Matthias,,rep,PA,Republican,R000218,,409194,
,Robinson,Jonathan,M,sen,VT,Republican,R000346,,409317,
,Say,Benjamin,M,rep,PA,Republican,S000098,,409608,
,Scudder,John,M,rep,NJ,Republican,S000200,,409705,
,Smelt,Dennis,,rep,GA,Republican,S000507,,412178,
,Smith,Samuel,M,rep,PA,Republican,S000610,,412102,
,Stanly,John,M,rep,NC,Federalist,S000800,,410266,
,Stedman,William,M,rep,MA,Federalist,S000828,,410292,
,Swoope,Jacob,M,rep,VA,Federalist,S001125,,412109,
,Thompson,John,M,rep,NY,Republican,T000206,,410785,
,Upham,Jabez,,rep,MA,Federalist,U000023,,411046,
,Van Horne,Archibald,M,rep,MD,Republican,V000043,,412113,
,Van Rensselaer,Killian,,rep,NY,Federalist,V000054,,411096,
,Weakley,Robert,M,rep,TN,Republican,W000220,,411388,
,Whiteside,Jenkin,,sen,TN,Republican,W000411,,411571,
,Wilson,James,M,rep,NH,Federalist,W000592,,411743,
,Witherspoon,Robert,M,rep,SC,Republican,W000661,,411814,
,Cutts,Charles,M,sen,NH,Republican,C001031,,403138,
,Taylor,John,M,sen,SC,Republican,T000085,,410669,
,Worthington,Thomas,M,sen,OH,Republican,W000750,,411899,
,Bacon,Ezekiel,,rep,MA,Republican,B000015,,401020,
,Baker,John,M,rep,VA,Federalist,B000067,,412012,
,Bartlett,Josiah,M,rep,NH,Republican,B000207,,401206,
,Bayard,James,M,sen,DE,Federalist,B000249,,401243,
,Blackledge,William,M,rep,NC,Republican,B000511,,412017,
,Bleecker,Harmanus,,rep,NY,Federalist,B000555,,401530,
,Blount,Thomas,M,rep,NC,Republican,B000569,,401542,
,Boyd,Adam,M,rep,NJ,Republican,B000714,,401675,
,Butler,William,M,rep,SC,Republican,B001194,,402136,
,Carr,Francis,,rep,MA,Republican,C000175,,402322,
,Chittenden,Martin,M,rep,VT,Federalist,C000372,,402511,
,Cobb,Howell,,rep,GA,Republican,C000547,,402680,
,Cochran,James,M,rep,NC,Republican,C000564,,412144,
,Cooke,Thomas,M,rep,NY,Republican,C000734,,402856,
,Crawford,William,M,sen,GA,Republican,C000895,,403007,
,Cutts,Richard,M,rep,MA,Republican,C001033,,403140,
,Dinsmoor,Samuel,M,rep,NH,Republican,D000357,,403474,
,Emott,James,M,rep,NY,Federalist,E000176,,403866,
,Fitch,Asa,,rep,NY,Federalist,F000156,,404111,
,Gannett,Barzillai,,rep,MA,Republican,G000039,,404415,
,Giles,William,M,sen,VA,Republican,G000183,,404548,
,Gilman,Nicholas,M,sen,NH,Republican,G000215,,404577,
,Gray,Edwin,M,rep,VA,Republican,G000394,,404744,
,Green,Isaiah,,rep,MA,Republican,G000413,,404761,
,Hall,Obed,,rep,NH,Republican,H000064,,404949,
,Harper,John,M,rep,NH,Republican,H000223,,405101,
,Howell,Jeremiah,M,sen,RI,Republican,H000865,,405712,
,Key,Philip,M,rep,MD,Federalist,K000159,,406323,
,Lefever,Joseph,M,rep,PA,Republican,L000212,,406716,
,Livingston,Robert,M,rep,NY,Federalist,L000370,,406862,
,Maxwell,George,M,rep,NJ,Republican,M000267,,407285,
,McBryde,Archibald,M,rep,NC,Federalist,M000302,,407317,
,Metcalf,Arunah,,rep,NY,Republican,M000668,,407654,
,Milnor,James,M,rep,PA,Federalist,M000785,,407763,
,Mitchill,Samuel,M,rep,NY,Republican,M000831,,407806,
,Montgomery,John,M,rep,MD,Republican,M000867,,407840,
,Morgan,James,M,rep,NJ,Republican,M000951,,407919,
,Newbold,Thomas,M,rep,NJ,Republican,N000064,,408152,
,Paulding,William,M,rep,NY,Republican,P000146,,408551,
,Pond,Benjamin,M,rep,NY,Republican,P000425,,408816,
,Quincy,Josiah,M,rep,MA,Federalist,Q000015,,408978,
,Rodman,William,M,rep,PA,Republican,R000375,,409345,
,Sammons,Thomas,M,rep,NY,Republican,S000023,,409542,
,Seaver,Ebenezer,M,rep,MA,Republican,S000215,,409720,
,Shaw,Samuel,M,rep,VT,Republican,S000310,,409808,
,Smilie,John,M,rep,PA,Republican,S000508,,409994,
,Smith,George,M,rep,PA,Republican,S000537,,412100,
,Stow,Silas,,rep,NY,Republican,S000984,,410443,
,Sullivan,George,M,rep,NH,Federalist,S001052,,410506,
,Tallman,Peleg,,rep,MA,Republican,T000033,,410622,
,Tracy,Uri,,rep,NY,Republican,T000347,,410918,
,Turner,Charles,M,rep,MA,Republican,T000416,,410985,
,Turner,James,M,sen,NC,Republican,T000423,,410991,
,Van Cortlandt,Pierre,,rep,NY,Republican,V000023,,411076,
,Varnum,Joseph,M,sen,MA,Republican,V000074,,412131,
,White,Leonard,M,rep,MA,Federalist,W000385,,411545,
,Widgery,William,M,rep,MA,Republican,W000444,,412184,
,Williams,David,M,rep,SC,Republican,W000495,,411652,
,Wilson,Thomas,M,rep,VA,Federalist,W000615,,411769,
,Winn,Richard,M,rep,SC,Republican,W000637,,411791,
,Destrehan,Jean,,sen,LA,Unknown,D000273,,403408,
,Magruder,Allan,,sen,LA,Republican,M000056,,407084,
,Posey,Thomas,M,sen,LA,Republican,P000450,,408838,
,Barnett,William,M,rep,GA,Republican,B000161,,401163,
,Bayly,Thomas,M,rep,VA,Federalist,B000260,,401254,
,Beall,Reasin,,rep,OH,Republican,B000273,,401267,
,Benson,Egbert,,rep,NY,Federalist,B000388,,401379,
,Bibb,William,M,sen,GA,Republican,B000434,,401420,
,Bigelow,Abijah,,rep,MA,Federalist,B000453,,401438,
,Bines,Thomas,M,rep,NJ,Republican,B000467,,412015,
,Bledsoe,Jesse,,sen,KY,Republican,B000554,,401529,
,Bond,Shadrack,,rep,IL,,B000612,,401579,
,Bowen,John,M,rep,TN,Republican,B000684,,401646,
,Bowers,John,M,rep,NY,Federalist,B000691,,401653,
,Boyd,Alexander,M,rep,NY,Federalist,B000715,,401676,
,Brown,Robert,M,rep,PA,Republican,B000942,,401896,
,Bulloch,William,M,sen,GA,Republican,B001051,,401999,
,Butler,Ezra,,rep,VT,Republican,B001176,,402118,
,Caperton,Hugh,M,rep,VA,Federalist,C000131,,402281,
,Cheves,Langdon,,rep,SC,Republican,C000350,,402489,
,Conard,John,M,rep,PA,Republican,C000667,,402794,
,Coxe,William,M,rep,NJ,Federalist,C000843,,402960,
,Crouch,Edward,M,rep,PA,Republican,C000934,,403046,
,Daggett,David,M,sen,CT,Federalist,D000002,,403146,
,Dana,Samuel,M,rep,MA,Republican,D000023,,403164,
,Davis,Roger,M,rep,PA,Republican,D000133,,403268,
,Davis,Samuel,M,rep,MA,Federalist,D000134,,403269,
,Dawson,John,M,rep,VA,Republican,D000151,,403284,
,Denoyelles,Peter,M,rep,NY,Republican,D000252,,403390,
,Dewey,Daniel,M,rep,MA,Federalist,D000293,,403418,
,Duval,William,M,rep,KY,Republican,D000577,,403680,
,Ely,William,M,rep,MA,Federalist,E000168,,403859,
,Evans,David,M,rep,SC,Republican,E000238,,403922,
,Farrow,Samuel,M,rep,SC,Republican,F000036,,403997,
,Forney,Peter,M,rep,NC,Republican,F000279,,404229,
,Franklin,Meshack,,rep,NC,Republican,F000346,,404294,
,Fromentin,Eligius,,sen,LA,Republican,F000389,,412126,
,Geddes,James,M,rep,NY,Federalist,G000116,,404488,
,Gloninger,John,M,rep,PA,Federalist,G000241,,404603,
,Gourdin,Theodore,M,rep,SC,Republican,G000345,,404701,
,Harris,Thomas,M,rep,TN,Republican,H000254,,412048,
,Hasbrouck,Abraham,M,rep,NY,Republican,H000313,,405186,
,Hawkins,Joseph,M,rep,KY,Republican,H000372,,412050,
,Hempstead,Edward,M,rep,MO,,H000472,,405335,
,Henderson,Samuel,M,rep,PA,Federalist,H000487,,405350,
,Hopkins,Samuel,M,rep,KY,Republican,H000778,,405628,
,Hopkins,Samuel,M,rep,NY,Federalist,H000780,,405630,
,Howell,Nathaniel,M,rep,NY,Federalist,H000867,,405714,
,Hubbard,Levi,,rep,MA,Republican,H000887,,405733,
,Hufty,Jacob,M,rep,NJ,Federalist,H000914,,412053,
,Humphreys,Parry,,rep,TN,Republican,H000962,,405806,
,Hyneman,John,M,rep,PA,Republican,H001026,,412157,
,Jackson,Richard,M,rep,RI,Federalist,J000025,,405931,
,Kennedy,William,M,rep,NC,Republican,K000116,,406282,
,Kershaw,John,M,rep,SC,Republican,K000149,,406313,
,Lacock,Abner,,sen,PA,Republican,L000011,,406521,
,Lefferts,John,M,rep,NY,Republican,L000213,,406717,
,Markell,Jacob,M,rep,NY,Federalist,M000132,,407156,
,Mason,Jeremiah,M,sen,NH,Federalist,M000217,,407235,
,McKim,Alexander,M,rep,MD,Republican,M000515,,407509,
,Miller,Morris,,rep,NY,Federalist,M000747,,407726,
,Pearson,Joseph,M,rep,NC,Federalist,P000168,,408573,
,Post,Jotham,,rep,NY,Federalist,P000455,,408842,
,Potter,Elisha,,rep,RI,Federalist,P000463,,408849,
,Rea,John,M,rep,PA,Republican,R000089,,409069,
,Reed,William,M,rep,MA,Federalist,R000130,,409109,
,Richardson,William,M,rep,MA,Republican,R000231,,409207,
,Schureman,James,M,rep,NJ,Federalist,S000150,,409657,
,Sherwood,Samuel,M,rep,NY,Federalist,S000356,,409852,
,Shipherd,Zebulon,,rep,NY,Federalist,S000366,,409860,
,Skinner,Richard,M,rep,VT,Republican,S000469,,409959,
,Slaymaker,Amos,,rep,PA,Federalist,S000483,,409971,
,Smith,Isaac,M,rep,PA,Republican,S000556,,410038,
,Smith,John,M,rep,VA,Republican,S000564,,410047,
,Smith,Samuel,M,rep,NH,Federalist,S000608,,410086,
,Stockton,Richard,M,rep,NJ,Federalist,S000941,,410400,
,Stone,David,M,sen,NC,Republican,S000955,,410414,
,Tait,Charles,M,sen,GA,Republican,T000015,,410605,
,Tannehill,Adamson,,rep,PA,Republican,T000036,,410625,
,Thompson,Joel,M,rep,NY,Federalist,T000205,,410784,
,Wells,William,M,sen,DE,Federalist,W000287,,411452,
,White,Francis,,rep,VA,Federalist,W000367,,412116,
,Whitehill,James,M,rep,PA,Republican,W000402,,411562,
,Whitehill,Robert,M,rep,PA,Republican,W000404,,411564,
,Winter,Elisha,,rep,NY,Federalist,W000644,,411798,
,Wood,Abiel,,rep,MA,Republican,W000687,,411839,
,Barry,William,M,sen,KY,Republican,B000192,,401191,
,Kerr,Joseph,M,sen,OH,Republican,K000141,,406307,
,Locke,Francis,,sen,NC,Unknown,L000387,,406879,
,Roberts,Jonathan,M,sen,PA,Republican,R000313,,409284,
,Thompson,Thomas,M,sen,NH,Federalist,T000220,,410799,
,Walker,George,M,sen,KY,Republican,W000053,,411232,
,Wharton,Jesse,,sen,TN,Republican,W000324,,411486,
,Adgate,Asa,,rep,NY,Republican,A000056,,400716,
,Alexander,John,M,rep,OH,Republican,A000096,,400754,
,Atherton,Charles,M,rep,NH,Federalist,A000324,,400972,
,Avery,Daniel,M,rep,NY,Republican,A000345,,400995,
,Baer,George,M,rep,MD,Federalist,B000026,,401031,
,Baker,Ezra,,rep,NJ,Republican,B000060,,412133,
,Bard,David,M,rep,PA,Republican,B000137,,401138,
,Betts,Samuel,M,rep,NY,Republican,B000427,,401413,
,Birdsall,James,M,rep,NY,Republican,B000482,,401463,
,Bradbury,George,M,rep,MA,Federalist,B000733,,401693,
,Breckinridge,James,M,rep,VA,Federalist,B000785,,401743,
,Brigham,Elijah,M,rep,MA,Federalist,B000833,,401790,
,Brooks,Micah,,rep,NY,Republican,B000883,,401840,
,Brown,Benjamin,M,rep,MA,Federalist,B000904,,401861,
,Burnside,Thomas,M,rep,PA,Republican,B001132,,402076,
,Cady,Daniel,M,rep,NY,Federalist,C000014,,402176,
,Caldwell,James,M,rep,OH,Republican,C000033,,402194,
,Campbell,George,M,sen,TN,Republican,C000083,,402239,
,Carr,James,M,rep,MA,Federalist,C000176,,402323,
,Champion,Epaphroditus,,rep,CT,Federalist,C000288,,402430,
,Chappell,John,M,rep,SC,Republican,C000320,,402462,
,Chipman,Daniel,M,rep,VT,Federalist,C000366,,402505,
,Cilley,Bradbury,,rep,NH,Federalist,C000394,,402533,
,Clark,James,M,rep,NC,Republican,C000438,,402576,
,Clarke,Archibald,M,rep,NY,Republican,C000456,,402594,
,Clay,Matthew,M,rep,VA,Republican,C000487,,402625,
,Clendenin,David,M,rep,OH,Republican,C000510,,412142,
,Clopton,John,M,rep,VA,Republican,C000531,,402665,
,Conner,Samuel,M,rep,MA,Republican,C000692,,412145,
,Cooper,Thomas,M,rep,DE,Federalist,C000762,,402882,
,Crawford,William,M,rep,PA,Republican,C000894,,403006,
,Crocheron,Henry,M,rep,NY,Republican,C000914,,403026,
,Dana,Samuel,M,sen,CT,Federalist,D000024,,403165,
,Davenport,John,M,rep,CT,Federalist,D000075,,403213,
,Dickens,Samuel,M,rep,NC,Republican,D000306,,412033,
,Easton,Rufus,M,rep,MO,,E000022,,403718,
,Ellmaker,Amos,,rep,PA,,E000142,,403833,
,Findley,William,M,rep,PA,Republican,F000124,,412125,
,Fisk,Jonathan,M,rep,NY,Republican,F000155,,404110,
,Fletcher,Thomas,M,rep,KY,Republican,F000204,,404159,
,Gaston,William,M,rep,NC,Federalist,G000096,,404468,
,Gholson,Thomas,M,rep,VA,Republican,G000150,,412043,
,Glasgow,Hugh,M,rep,PA,Republican,G000231,,404593,
,Gold,Thomas,M,rep,NY,Federalist,G000257,,404619,
,Goldsborough,Charles,M,rep,MD,Federalist,G000261,,404623,
,Gore,Christopher,M,sen,MA,Federalist,G000322,,404680,
,Griffin,Isaac,M,rep,PA,Republican,G000461,,404806,
,Grosvenor,Thomas,M,rep,NY,Federalist,G000498,,404843,
,Hahn,John,M,rep,PA,Republican,H000018,,404903,
,Hale,William,M,rep,NH,Federalist,H000039,,404924,
,Hall,Bolling,,rep,GA,Republican,H000045,,404930,
,Hammond,Jabez,,rep,NY,Republican,H000127,,405009,
,Hawes,Aylett,,rep,VA,Republican,H000361,,405230,
,Henderson,Bennett,,rep,TN,Republican,H000476,,405339,
,Horsey,Outerbridge,,sen,DE,Federalist,H000795,,405644,
,Huger,Benjamin,M,rep,SC,Federalist,H000915,,405760,
,Hulbert,John,M,rep,MA,Federalist,H000935,,405780,
,Hungerford,John,M,rep,VA,Republican,H000967,,405811,
,Hunter,William,M,sen,RI,Federalist,H000991,,405831,
,Irwin,Jared,,rep,PA,Republican,I000042,,405899,
,Jackson,John,M,rep,VA,Republican,J000021,,405927,
,Jewett,Luther,M,rep,VT,Federalist,J000107,,406009,
,Kent,Moss,,rep,NY,Federalist,K000126,,406292,
,Kerr,John,M,rep,VA,Republican,K000136,,406302,
,Kilbourne,James,M,rep,OH,Republican,K000169,,406333,
,King,Cyrus,,rep,MA,Federalist,K000197,,406358,
,Langdon,Chauncey,,rep,VT,Federalist,L000066,,406575,
,Lattimore,William,M,rep,MS,,L000118,,406624,
,Law,Lyman,,rep,CT,Federalist,L000126,,406631,
,Lewis,Joseph,M,rep,VA,Federalist,L000290,,406787,
,Love,William,M,rep,NC,Republican,L000460,,406949,
,Lovett,John,M,rep,NY,Federalist,L000466,,406955,
,Lyle,Aaron,M,rep,PA,Republican,L000524,,407008,
,Lyon,Asa,,rep,VT,Federalist,L000539,,407023,
,Marsh,Charles,M,rep,VT,Federalist,M000146,,407169,
,Mayrant,William,M,rep,SC,Republican,M000288,,412069,
,McKee,Samuel,M,rep,KY,Republican,M000496,,407491,
,McLean,John,M,rep,OH,Republican,M000549,,407541,
,Moffitt,Hosea,,rep,NY,Federalist,M000840,,407814,
,Moore,Nicholas,M,rep,MD,Republican,M000909,,407881,
,Moore,Thomas,M,rep,SC,Republican,M000919,,407891,
,Murfree,William,M,rep,NC,Republican,M001084,,408049,
,Noyes,John,M,rep,VT,Federalist,N000164,,408245,
,Ormsby,Stephen,M,rep,KY,Republican,O000100,,408357,
,Pickering,Timothy,M,rep,MA,Federalist,P000324,,408722,
,Piper,William,M,rep,PA,Republican,P000363,,408759,
,Porter,Peter,M,rep,NY,Republican,P000446,,408835,
,Powell,Samuel,M,rep,TN,Republican,P000484,,408869,
,Schenck,Abraham,M,rep,NY,Republican,S000115,,409623,
,Sevier,John,M,rep,TN,Republican,S000257,,409758,
,Sharp,Solomon,M,rep,KY,Republican,S000295,,409794,
,Sheffey,Daniel,M,rep,VA,Federalist,S000317,,409815,
,Smith,Thomas,M,rep,PA,Federalist,S000617,,412103,
,Smith,William,M,rep,NY,Federalist,S000638,,410112,
,Stanford,Richard,M,rep,NC,Republican,S000794,,410260,
,Stearns,Asahel,,rep,MA,Federalist,S000821,,410286,
,Stephenson,Benjamin,M,rep,IL,,S000862,,412106,
,Sturges,Lewis,M,rep,CT,Federalist,S001048,,410502,
,Taggart,Samuel,M,rep,MA,Federalist,T000012,,410602,
,Tallmadge,Benjamin,M,rep,CT,Federalist,T000029,,410618,
,Tate,Magnus,,rep,VA,Federalist,T000047,,410635,
,Taul,Micah,,rep,KY,Republican,T000054,,410642,
,Taylor,John,M,rep,SC,Republican,T000084,,412110,
,Telfair,Thomas,M,rep,GA,Republican,T000115,,410697,
,Thomas,Isaac,M,rep,TN,Republican,T000169,,410750,
,Throop,Enos,,rep,NY,Republican,T000247,,410825,
,Tichenor,Isaac,M,sen,VT,Federalist,T000264,,410838,
,Vose,Roger,M,rep,NH,Federalist,V000120,,411174,
,Ward,Artemas,,rep,MA,Federalist,W000128,,411303,
,Ward,Jonathan,M,rep,NY,Republican,W000136,,411311,
,Ward,Thomas,M,rep,NJ,Republican,W000141,,412183,
,Wheaton,Laban,,rep,MA,Federalist,W000329,,411491,
,Wilcox,Jeduthun,,rep,NH,Federalist,W000456,,411613,
,Williams,Jonathan,M,rep,PA,,W000523,,411680,
,Willoughby,Westel,,rep,NY,Republican,W000565,,411721,
,Wilson,James,M,sen,NJ,Republican,W000595,,411750,
,Wilson,Thomas,M,rep,PA,Republican,W000616,,411770,
,Woods,John,M,rep,PA,Federalist,W000725,,411876,
,Woodward,William,M,rep,SC,Republican,W000733,,412121,
,Yancey,Bartlett,,rep,NC,Republican,Y000001,,411935,
,Yates,John,M,rep,NY,Republican,Y000009,,411943,
,Ashmun,Eli,,sen,MA,Federalist,A000317,,400963,
,Hanson,Alexander,M,sen,MD,Federalist,H000176,,405057,
,Hardin,Martin,M,sen,KY,Federalist,H000186,,405067,
,Harper,Robert,M,sen,MD,Federalist,H000225,,405103,
,Mason,Armistead,,sen,VA,Republican,M000213,,407231,
,Stokes,Montfort,,sen,NC,Republican,S000949,,410408,
,Monroe,James,M,sen,VA,Anti-Administration,M000858,,407829,
,Allen,Heman,,rep,VT,Republican,A000122,,400778,
,Anderson,William,M,rep,PA,Republican,A000235,,400863,
,Austin,Archibald,M,rep,VA,Republican,A000340,,400990,
,Bellinger,Joseph,M,rep,SC,Republican,B000350,,401342,
,Bennet,Benjamin,M,rep,NJ,Republican,B000368,,401360,
,Blount,William,M,rep,TN,Republican,B000571,,401544,
,Boss,John,M,rep,RI,Federalist,B000650,,401614,
,Bryan,Joseph,M,rep,NC,Republican,B000990,,401942,
,Burrill,James,M,sen,RI,Federalist,B001137,,402080,
,Claiborne,Thomas,M,rep,TN,Republican,C000407,,402546,
,Claiborne,William,M,sen,LA,Democratic Republican,C000408,,402547,
,Colston,Edward,M,rep,VA,Federalist,C000650,,402778,
,Comstock,Oliver,M,rep,NY,Republican,C000664,,402791,
,Cook,Zadock,,rep,GA,Republican,C000728,,402850,
,Cruger,Daniel,M,rep,NY,Republican,C000954,,403066,
,Cushman,John,M,rep,NY,Federalist,C001019,,403126,
,Darlington,Isaac,M,rep,PA,Federalist,D000057,,403196,
,Desha,Joseph,M,rep,KY,Republican,D000271,,403406,
,Drake,John,M,rep,NY,Republican,D000485,,403593,
,Ellicott,Benjamin,M,rep,NY,Republican,E000118,,403809,
,Eppes,John,M,sen,VA,Republican,E000197,,403884,
,Fisk,James,M,sen,VT,Republican,F000154,,404109,
,Forney,Daniel,M,rep,NC,Republican,F000278,,404228,
,Gage,Joshua,M,rep,MA,Republican,G000003,,404380,
,Gilbert,Sylvester,,rep,CT,Republican,G000178,,404544,
,Goodwyn,Peterson,,rep,VA,Republican,G000306,,404665,
,Hale,Salma,,rep,NH,Republican,H000038,,404923,
,Hasbrouck,Josiah,M,rep,NY,Republican,H000314,,405187,
,Herbert,John,M,rep,MD,Federalist,H000525,,405388,
,Hitchcock,Peter,M,rep,OH,Republican,H000647,,405502,
,Hogg,Samuel,M,rep,TN,Republican,H000705,,405558,
,Holmes,Uriel,,rep,CT,Federalist,H000743,,405594,
,Hopkinson,Joseph,M,rep,PA,Federalist,H000784,,405634,
,Hunter,William,M,rep,VT,Republican,H000990,,405832,
,Huntington,Ebenezer,M,rep,CT,Federalist,H000996,,405836,
,Irving,William,M,rep,NY,Republican,I000038,,405895,
,Kirtland,Dorrance,,rep,NY,Republican,K000243,,406402,
,Lawyer,Thomas,M,rep,NY,Republican,L000147,,406652,
,Leake,Walter,M,sen,MS,Republican,L000177,,406679,
,Lewis,William,M,rep,VA,Republican,L000297,,406792,
,Maclay,William,M,rep,PA,Republican,M000030,,407059,
,Marr,George,M,rep,TN,Republican,M000142,,407165,
,Mason,James,M,rep,RI,Federalist,M000215,,407233,
,McMillan,Alexander,M,rep,NC,,M000564,,412076,
,Middleton,Henry,M,rep,SC,Republican,M000699,,407683,
,Morril,David,M,sen,NH,Republican,M000966,,407934,
,Mumford,George,M,rep,NC,Republican,M001075,,412081,
,Nelson,Thomas,M,rep,VA,Republican,N000043,,408133,
,Nesbitt,Wilson,,rep,SC,Republican,N000049,,412083,
,Ogden,David,M,rep,NY,Federalist,O000043,,408326,
,Ogle,Alexander,M,rep,PA,Republican,O000045,,408328,
,Orr,Benjamin,M,rep,MA,Federalist,O000102,,408359,
,Otis,Harrison,,sen,MA,Federalist,O000127,,408380,
,Owen,James,M,rep,NC,Republican,O000151,,408402,
,Pawling,Levi,,rep,PA,Federalist,P000147,,408552,
,Pegram,John,M,rep,VA,Republican,P000189,,408593,
,Pitkin,Timothy,M,rep,CT,Federalist,P000368,,408764,
,Pope,Nathaniel,M,rep,IL,,P000432,,408823,
,Porter,James,M,rep,NY,Republican,P000442,,408833,
,Rice,Thomas,M,rep,MA,Federalist,R000204,,409180,
,Robertson,Thomas,M,rep,LA,Republican,R000326,,409297,
,Ross,John,M,rep,PA,Republican,R000449,,409413,
,Ruggles,Nathaniel,M,rep,MA,Federalist,R000503,,409462,
,Savage,John,M,rep,NY,Republican,S000082,,409594,
,Schuyler,Philip,M,rep,NY,Federalist,S000153,,409660,
,Scudder,Tredwell,,rep,NY,Republican,S000203,,409708,
,Seybert,Adam,M,rep,PA,Republican,S000264,,409765,
